Year,Province_x,City,GDP_captia,population,PBC,Before,PCPC,Post,Post_1,mayor,mayor_tenure,mayor_turnover,mayor_age,mayor_education,mayor_corruption,secret,secret_tenure,secret_turnover,secret_age,secret_education,secret_corruption,t,GDP,GDP_growth,First,Second,Third,Prov_code_x,Province_y,City_code_x,light_mean,light_sum,light_min,light_max,light_std,Province,Prov_code_y,City_code_y,PM_mean,PM_sum,PM_min,PM_max,PM_std,Unnamed: 10
2013,云南省,临沧市,17631.0,236.4,2,0,0,0,1,锁飞,4,0,52.0,研究生,0.0,李小平,1,1,44.0,硕士,0.0,8,4160951,17.88,31.33,42.22,26.45,530000.0,云南省,530900.0,164.5645939,3718337.0,0.0,4915.0,413.0799375,云南省,530000.0,530900.0,29.41663878,615601.9997,22.39999962,37.40000153,3.031202902,
2014,云南省,临沧市,18710.0,237.1,3,0,0,0,0,锁飞,5,1,53.0,研究生,0.0,李小平,2,0,45.0,硕士,0.0,9,4651215,11.2,30.68,42.73,26.58,530000.0,云南省,530900.0,164.7894365,3962362.0,0.0,5747.0,444.5695726,云南省,530000.0,530900.0,30.37751229,635710.1996,22.60000038,39.90000153,3.233670087,
2015,云南省,临沧市,20077.0,236.57,4,1,0,0,0,杨浩东,1,0,50.0,硕士,0.0,孙青友,1,1,49.0,研究生,0.0,10,5021223,10.0,28.95,33.82,37.24,530000.0,云南省,530900.0,210.5849904,4733740.0,0.0,6064.0,478.0728552,云南省,530000.0,530900.0,27.6315812,578246.0998,20.10000038,36.20000076,3.145280391,
2016,云南省,临沧市,21906.0,236.0,5,0,1,0,0,杨浩东,2,0,51.0,硕士,0.0,孙青友,2,0,50.0,研究生,0.0,11,5508172,10.2,28.08,33.73,38.19,530000.0,云南省,530900.0,204.1133353,4731143.0,0.0,5454.0,469.4481226,云南省,530000.0,530900.0,26.0981746,546156.4999,20.10000038,34.29999924,2.90445424,
2017,云南省,临沧市,23942.0,238.0,1,0,0,1,0,张之政,1,1,53.0,研究生,0.0,杨浩东,1,1,52.0,硕士,0.0,12,6040600,10.0,0.0,0.0,0.0,530000.0,云南省,530900.0,205.8390363,4553777.0,0.0,5483.0,497.4987573,云南省,530000.0,530900.0,27.24565393,570169.7997,19.79999924,36.29999924,3.195309669,
2018,云南省,临沧市,24892.0,240.0,2,0,0,0,1,张之政,2,0,54.0,研究生,0.0,杨浩东,2,0,53.0,硕士,0.0,13,6300199,9.3,27.32,32.6,40.08,530000.0,云南省,530900.0,232.8818301,5135743.0,0.0,5182.0,431.6810718,云南省,530000.0,530900.0,25.86437137,541263.6997,18.20000076,37.09999847,3.85988452,
2019,云南省,临沧市,29926.0,241.0,3,0,0,0,0,张之政,3,0,55.0,研究生,0.0,杨浩东,3,0,54.0,硕士,0.0,14,7590000,8.5,27.53,25.9,46.61,530000.0,云南省,530900.0,265.7533243,6055721.0,0.0,5569.0,545.2038539,云南省,530000.0,530900.0,24.87193577,520494.9999,17.0,34.70000076,3.590590881,
2006,山西省,临汾市,14242.0,416.95,5,0,1,0,0,李天太,1,1,49.0,博士,0.0,王国正,1,1,54.0,研究生,0.0,1,5887387,13.3,5.77,64.17,30.06,140000.0,山西省,141000.0,710.9324175,18629984.0,0.0,6300.0,1021.413528,山西省,140000.0,141000.0,60.17837306,1224329.0,36.90000153,87.80000305,12.86308896,
2007,山西省,临汾市,15821.0,426.91,1,0,0,1,0,李天太,2,0,50.0,博士,0.0,王国正,2,0,55.0,研究生,0.0,2,6580869,10.3,5.87,64.67,29.47,140000.0,山西省,141000.0,705.4196436,17574825.0,0.0,5971.0,964.7088778,山西省,140000.0,141000.0,56.69552224,1153470.4,34.29999924,85.09999847,13.12240678,
2008,山西省,临汾市,18031.0,431.92,2,0,0,0,1,刘志杰,1,1,46.0,研究生,0.0,夏振贵,1,1,52.0,研究生,0.0,3,7546316,4.2,5.11,65.33,29.56,140000.0,山西省,141000.0,698.2036527,17738562.0,0.0,5979.0,953.8215159,山西省,140000.0,141000.0,50.68221677,1031129.7,28.60000038,77.59999847,11.00258553,
2009,山西省,临汾市,18215.0,434.48,3,0,0,0,0,罗清宇,1,0,46.0,硕士,0.0,谢海,1,0,56.0,本科,0.0,4,7668659,10.42,7.24,57.38,35.38,140000.0,山西省,141000.0,702.7351832,16588064.0,0.0,5928.0,1007.421086,山西省,140000.0,141000.0,46.2825215,941617.8999,26.39999962,76.19999695,11.42503617,
2010,山西省,临汾市,20851.0,437.18,4,1,0,0,0,罗清宇,2,0,47.0,硕士,0.0,谢海,2,0,57.0,本科,0.0,5,8901440,16.9,7.48,58.34,34.18,140000.0,山西省,141000.0,605.5384768,15304985.0,0.0,5566.0,827.9124171,山西省,140000.0,141000.0,51.61706561,1050149.2,29.60000038,82.59999847,12.21367335,
2011,山西省,临汾市,26220.0,438.7,5,0,1,0,0,罗清宇,3,0,48.0,硕士,0.0,谢海,3,0,58.0,本科,0.0,6,11360573,15.3,6.59,63.04,30.38,140000.0,山西省,141000.0,751.3230346,18578716.0,0.0,6300.0,1040.406207,山西省,140000.0,141000.0,58.47135415,1189599.7,35.90000153,89.5,12.40824369,
2012,山西省,临汾市,28031.0,432.7,1,0,0,1,0,岳普煜,1,1,53.0,博士,0.0,罗清宇,1,1,49.0,硕士,0.0,7,12210801,10.1,6.64,62.14,31.22,140000.0,山西省,141000.0,683.5613673,16557907.0,0.0,5555.0,922.6071047,山西省,140000.0,141000.0,54.81465226,1115204.1,32.0,89.40000153,12.66384568,
2013,山西省,临汾市,28663.0,426.2,2,0,0,0,1,岳普煜,2,0,54.0,博士,0.0,罗清宇,2,0,50.0,硕士,0.0,8,12239045,0.23,7.13,59.86,33.01,140000.0,山西省,141000.0,504.0566975,13095393.0,0.0,6300.0,765.9423061,山西省,140000.0,141000.0,51.60232488,1049849.3,28.5,81.80000305,12.20570926,
2014,山西省,临汾市,27557.0,428.1,3,0,0,0,0,岳普煜,3,0,55.0,博士,0.0,罗清宇,3,0,51.0,硕士,0.0,9,12132401,4.6,7.82,54.33,37.84,140000.0,山西省,141000.0,523.1637551,13536339.0,0.0,6300.0,813.8521052,山西省,140000.0,141000.0,45.45144752,924709.6999,23.79999924,72.30000305,10.98822718,
2015,山西省,临汾市,26239.0,429.78,4,1,0,0,0,岳普煜,4,0,56.0,博士,0.0,罗清宇,4,0,52.0,硕士,0.0,10,11611090,0.3,7.84,48.53,43.64,140000.0,山西省,141000.0,539.3935072,13956807.0,0.0,6216.0,767.2855745,山西省,140000.0,141000.0,43.59249939,886889.4002,22.60000038,68.30000305,10.29340436,
2016,山西省,临汾市,27102.0,432.0,5,0,1,0,0,刘予强,1,1,53.0,硕士,0.0,岳普煜,1,1,57.0,博士,0.0,11,12051761,3.4,7.96,46.56,45.48,140000.0,山西省,141000.0,536.1507586,13851991.0,0.0,6094.0,775.3029051,山西省,140000.0,141000.0,44.37820595,902874.6,26.10000038,79.5,12.55483314,
2017,山西省,临汾市,29539.0,433.0,1,0,0,1,0,刘予强,2,0,54.0,硕士,0.0,岳普煜,2,0,58.0,博士,0.0,12,13203300,6.1,0.0,0.0,0.0,140000.0,山西省,141000.0,557.6981869,12857174.0,0.0,6300.0,818.7919295,山西省,140000.0,141000.0,47.57421969,967897.4997,27.79999924,79.19999695,12.95288033,
2018,山西省,临汾市,32066.0,433.0,2,0,0,0,1,刘予强,3,0,55.0,硕士,0.0,岳普煜,3,0,59.0,博士,0.0,13,14400430,2.8,6.51,45.89,47.6,140000.0,山西省,141000.0,478.0620574,12287151.0,0.0,5979.0,654.2905166,山西省,140000.0,141000.0,40.69124108,827863.2998,22.79999924,67.30000305,10.70195502,
2019,山西省,临汾市,32250.0,432.0,3,0,0,0,0,董一兵,1,0,56.0,大学,0.0,岳普煜,4,0,60.0,博士,0.0,14,14530000,6.0,7.12,43.25,49.6,140000.0,山西省,141000.0,603.5322051,15441975.0,0.0,6300.0,862.1678227,山西省,140000.0,141000.0,41.63344309,847032.3996,25.0,71.09999847,10.4395483,
2006,山东省,临沂市,14400.0,1022.73,4,1,0,0,0,连承敏,4,0,55.0,大学,0.0,无人,4,0,,,,1,14048600,16.3,12.72,52.02,35.26,370000.0,山东省,371300.0,821.1841671,19926855.0,0.0,6300.0,946.9268312,山东省,370000.0,371300.0,67.62211009,1152416.0,53.59999847,82.90000153,4.717204552,
2007,山东省,临沂市,16962.0,1027.5,5,0,1,0,0,张少军,1,1,52.0,研究生,0.0,连承敏,1,1,56.0,大学,0.0,2,16604600,16.2,12.44,51.03,36.53,370000.0,山东省,371300.0,856.1123425,20933659.0,0.0,6300.0,931.6259358,山东省,370000.0,371300.0,67.99360406,1158747.0,55.09999847,83.69999695,4.916367435,
2008,山东省,临沂市,19949.0,1034.47,1,0,0,1,0,张少军,2,0,53.0,研究生,0.0,连承敏,2,0,57.0,大学,0.0,3,19582000,13.2,12.05,51.15,36.8,370000.0,山东省,371300.0,844.1638847,20583248.0,0.0,6300.0,930.4000305,山东省,370000.0,371300.0,68.34686071,1164767.2,52.90000153,84.90000153,5.181456731,
2009,山东省,临沂市,20983.0,1038.0,2,0,0,0,1,张少军,3,0,54.0,研究生,0.0,连承敏,3,0,58.0,大学,0.0,4,20691100,13.4,12.1,50.5,37.39,370000.0,山东省,371300.0,851.522795,20302858.0,0.0,6300.0,997.1739432,山东省,370000.0,371300.0,67.34338695,1147666.0,52.70000076,82.30000305,4.51453518,
2010,山东省,临沂市,23886.0,1004.76,3,0,0,0,0,张少军,4,0,55.0,研究生,0.0,连承敏,4,0,59.0,大学,0.0,5,23999900,12.9,11.0,50.26,38.74,370000.0,山东省,371300.0,836.6086669,20213302.0,0.0,6245.0,888.8159612,山东省,370000.0,371300.0,65.04978876,1108578.5,48.79999924,81.40000153,5.000589528,
2011,山东省,临沂市,27503.0,1076.8,4,1,0,0,0,张务锋,1,1,51.0,研究生,0.0,张少军,1,1,56.0,研究生,0.0,6,27704500,12.0,10.07,49.89,40.04,370000.0,山东省,371300.0,956.0552213,23199636.0,0.0,6300.0,1035.336745,山东省,370000.0,371300.0,65.51422957,1116493.5,53.90000153,79.30000305,3.74988796,
2012,山东省,临沂市,29808.0,1082.4,5,0,1,0,0,张务锋,2,0,52.0,研究生,0.0,张少军,2,0,57.0,研究生,0.0,7,30128100,11.8,9.67,48.57,41.76,370000.0,山东省,371300.0,886.3542812,21283139.0,0.0,5876.0,901.6879473,山东省,370000.0,371300.0,67.13216759,1144066.4,55.0,82.80000305,4.578345913,
2013,山东省,临沂市,30613.0,1087.1,1,0,0,1,0,陈先运,1,1,51.0,大学,1.0,张少军,3,0,58.0,研究生,0.0,8,33368100,10.75,9.46,47.47,43.07,370000.0,山东省,371300.0,922.151865,22127034.0,0.0,6259.0,1129.32522,山东省,370000.0,371300.0,68.45940619,1166685.2,54.59999847,84.5,4.586827317,
2014,山东省,临沂市,35032.0,1101.8,2,0,0,0,1,陈先运,2,0,52.0,大学,1.0,张少军,4,0,59.0,研究生,0.0,9,35698000,10.1,9.55,46.19,44.26,370000.0,山东省,371300.0,1001.120727,24014884.0,0.0,6300.0,1166.666696,山东省,370000.0,371300.0,63.08665063,1075122.7,48.5,76.69999695,5.199662088,
2015,山东省,临沂市,36656.0,1186.31,3,0,0,0,0,张术平,1,1,51.0,研究生,0.0,林峰海,1,1,53.0,大学,0.0,10,37631700,7.1,9.21,44.83,45.96,370000.0,山东省,371300.0,1002.115995,24259224.0,0.0,6300.0,1149.791724,山东省,370000.0,371300.0,68.47348316,1166925.1,54.79999924,87.80000305,6.027762214,
2016,山东省,临沂市,38803.0,1132.0,4,1,0,0,0,张术平,2,0,52.0,研究生,0.0,林峰海,2,0,54.0,大学,0.0,11,40267500,7.6,8.91,43.12,47.97,370000.0,山东省,371300.0,1007.499066,24275690.0,0.0,6300.0,1174.555917,山东省,370000.0,371300.0,61.69024174,1051325.1,44.29999924,81.0,6.30684214,
2017,山东省,临沂市,41227.0,1151.0,5,0,1,0,0,张术平,3,0,53.0,研究生,0.0,林峰海,3,1,55.0,大学,0.0,12,43301100,8.23,0.0,0.0,0.0,370000.0,山东省,371300.0,1061.27675,24945310.0,0.0,6300.0,1237.821007,山东省,370000.0,371300.0,53.94084614,919259.8999,40.79999924,70.09999847,4.987616026,
2018,山东省,临沂市,44534.0,1171.0,1,0,0,1,0,孟庆斌,1,1,50.0,博士,0.0,王玉君,1,0,56.0,硕士,0.0,13,47178000,7.3,7.84,43.0,49.16,370000.0,山东省,371300.0,986.2158708,23687919.0,0.0,6300.0,1158.953444,山东省,370000.0,371300.0,49.49341039,843466.6999,36.0,65.09999847,4.774654531,
2019,山东省,临沂市,43213.0,1185.0,2,0,0,0,1,孟庆斌,2,0,51.0,博士,0.0,王玉君,2,0,57.0,硕士,0.0,14,46000000,3.0,8.9,37.88,53.22,370000.0,山东省,371300.0,1112.768665,26470541.0,0.0,6300.0,1271.324228,山东省,370000.0,371300.0,52.19279426,889469.5998,37.20000076,69.59999847,5.826031469,
2006,广西省,柳州市,17355.0,360.51,5,0,1,0,0,陈向群,4,0,44.0,大学,0.0,蒋济雄,1,1,54.0,研究生,0.0,1,6223355,15.2,10.57,55.56,33.87,450000.0,广西壮族自治区,450200.0,287.8053497,5476648.0,0.0,6259.0,730.7807766,广西壮族自治区,450000.0,450200.0,48.56623344,807170.7998,35.5,59.29999924,5.454253358,
2007,广西省,柳州市,20737.0,362.5,1,0,0,1,0,陈刚,1,1,48.0,研究生,0.0,蒋济雄,2,0,55.0,研究生,0.0,2,7551234,15.5,10.22,57.99,31.78,450000.0,广西壮族自治区,450200.0,349.1961722,5984524.0,0.0,6271.0,781.8412653,广西壮族自治区,450000.0,450200.0,48.8056799,811150.4,34.79999924,61.70000076,6.256040467,
2008,广西省,柳州市,21181.0,364.9,2,0,0,0,1,郑俊康,1,1,49.0,大学,0.0,陈刚,1,1,37.0,硕士,0.0,3,9098522,14.0,9.53,60.33,30.13,450000.0,广西壮族自治区,450200.0,351.6156289,6200390.0,0.0,6300.0,782.3173433,广西壮族自治区,450000.0,450200.0,50.11787003,832958.9999,35.29999924,63.59999847,5.661243262,
2009,广西省,柳州市,28291.0,366.23,3,0,0,0,0,郑俊康,2,0,50.0,大学,0.0,陈刚,2,0,38.0,硕士,0.0,4,10460537,0.0,8.65,60.84,30.51,450000.0,广西壮族自治区,450200.0,285.0151454,5683202.0,0.0,6219.0,760.7859864,广西壮族自治区,450000.0,450200.0,44.36282791,737310.1998,31.70000076,54.20000076,4.420038009,
2010,广西省,柳州市,35230.0,370.13,4,1,0,0,0,郑俊康,3,0,51.0,大学,0.0,陈刚,3,0,39.0,硕士,0.0,5,13153121,15.84,8.32,63.86,27.82,450000.0,广西壮族自治区,450200.0,283.7490103,5519202.0,0.0,5913.0,694.0919058,广西壮族自治区,450000.0,450200.0,44.3859326,737694.1999,32.20000076,55.40000153,4.547162305,
2011,广西省,柳州市,41832.0,373.8,5,0,1,0,0,郑俊康,4,0,52.0,大学,0.0,陈刚,4,0,40.0,硕士,0.0,6,15797154,10.82,8.6,63.54,27.86,450000.0,广西壮族自治区,450200.0,364.3107679,6769987.0,0.0,6300.0,840.1957561,广西壮族自治区,450000.0,450200.0,51.50502404,856013.4995,37.70000076,64.40000153,5.414233948,
2012,广西省,柳州市,47795.0,373.5,1,0,0,1,0,郑俊康,5,0,53.0,大学,0.0,陈刚,5,0,41.0,硕士,0.0,7,18206066,11.51,8.1,63.02,28.88,450000.0,广西壮族自治区,450200.0,310.6713587,6223990.0,0.0,5880.0,732.3223767,广西壮族自治区,450000.0,450200.0,52.22343562,867953.5,42.40000153,63.70000076,4.374788581,
2013,广西省,柳州市,54034.0,372.3,2,0,0,0,1,肖文荪,1,1,49.0,硕士,0.0,郑俊康,1,1,54.0,大学,0.0,8,20100543,10.41,7.92,63.43,28.65,450000.0,广西壮族自治区,450200.0,334.2685546,6940418.0,0.0,6011.0,763.2660739,广西壮族自治区,450000.0,450200.0,48.86950662,812211.2,36.5,61.29999924,5.05368296,
2014,广西省,柳州市,57049.0,375.2,3,0,0,0,0,肖文荪,2,0,50.0,硕士,0.0,郑俊康,2,0,55.0,大学,0.0,9,22085074,8.5,7.11,59.43,33.45,450000.0,广西壮族自治区,450200.0,350.4059579,7234131.0,0.0,6131.0,799.8997435,广西壮族自治区,450000.0,450200.0,50.15678699,833605.7997,37.70000076,62.79999924,5.415101717,
2015,广西省,柳州市,58869.0,379.78,4,1,0,0,0,肖文荪,3,1,51.0,硕士,0.0,郑俊康,3,0,56.0,大学,0.0,10,22986169,7.2,7.33,56.56,36.11,450000.0,广西壮族自治区,450200.0,399.2610978,7833902.0,0.0,6123.0,825.1009914,广西壮族自治区,450000.0,450200.0,40.01595668,665065.1999,31.70000076,48.5,3.402382229,
2016,广西省,柳州市,62855.0,384.0,5,0,1,0,0,吴炜,1,0,44.0,硕士,0.0,郑俊康,4,0,57.0,大学,0.0,11,24769396,7.3,7.27,54.98,37.75,450000.0,广西壮族自治区,450200.0,398.2350021,7700272.0,0.0,6179.0,834.1516008,广西壮族自治区,450000.0,450200.0,35.11999997,583694.3996,27.29999924,44.59999847,3.183485205,
2017,广西省,柳州市,69249.0,386.0,1,0,0,1,0,吴炜,2,0,45.0,硕士,0.0,郑俊康,5,0,58.0,大学,0.0,12,27556424,6.7,0.0,0.0,0.0,450000.0,广西壮族自治区,450200.0,381.936896,7904566.0,0.0,6261.0,874.4125656,广西壮族自治区,450000.0,450200.0,37.08577615,616365.5997,28.29999924,46.90000153,3.678299839,
2018,广西省,柳州市,75945.0,389.0,2,0,0,0,1,吴炜,3,0,46.0,硕士,0.0,郑俊康,6,0,59.0,大学,0.0,13,30536457,6.37,6.39,52.68,40.93,450000.0,广西壮族自治区,450200.0,363.218194,7574189.0,0.0,6162.0,799.9133559,广西壮族自治区,450000.0,450200.0,32.72976532,543968.6996,25.5,41.70000076,3.252842932,
2019,广西省,柳州市,77056.0,392.0,3,0,0,0,0,吴炜,4,0,47.0,硕士,0.0,郑俊康,7,0,60.0,大学,0.0,14,31280000,2.39,7.14,49.61,43.25,450000.0,广西壮族自治区,450200.0,433.0186822,8622268.0,0.0,6300.0,924.6481815,广西壮族自治区,450000.0,450200.0,30.43545125,505837.1998,22.79999924,37.90000153,2.788815854,
2006,安徽省,六安市,5824.0,686.73,5,0,1,0,0,汤林祥,2,0,52.0,大学,0.0,倪发科,3,0,52.0,研究生,0.0,1,3563500,14.02,26.15,33.82,40.03,340000.0,安徽省,341500.0,236.0529078,4497280.0,0.0,5734.0,526.3017743,安徽省,340000.0,341500.0,47.72019407,698289.5998,28.70000076,61.5,8.811308308,
2007,安徽省,六安市,7216.0,695.51,1,0,0,1,0,汤林祥,3,0,53.0,大学,0.0,倪发科,4,0,53.0,研究生,0.0,2,4352900,15.34,23.48,37.5,39.02,340000.0,安徽省,341500.0,273.4917561,4943090.0,0.0,5922.0,550.183506,安徽省,340000.0,341500.0,55.60694322,813696.4002,35.59999847,69.40000153,9.200392447,
2008,安徽省,六安市,7473.0,701.64,2,0,0,0,1,张韶春,1,1,45.0,博士,0.0,汤林祥,1,1,54.0,大学,0.0,3,5339470,13.81,24.21,38.56,37.22,340000.0,安徽省,341500.0,293.0056537,5337977.0,0.0,5872.0,550.2828668,安徽省,340000.0,341500.0,52.82758148,773025.9998,33.79999924,67.0,9.058722117,
2009,安徽省,六安市,9637.0,703.77,3,0,0,0,0,张韶春,2,0,46.0,博士,0.0,汤林祥,2,0,55.0,大学,0.0,4,5840232,13.34,23.7,40.69,35.6,340000.0,安徽省,341500.0,233.6412947,4208347.0,0.0,5798.0,548.2420035,安徽省,340000.0,341500.0,52.39524361,766699.5997,32.29999924,67.5,9.436028217,
2010,安徽省,六安市,12047.0,705.36,4,1,0,0,0,张韶春,3,0,47.0,博士,0.0,汤林祥,3,0,56.0,大学,0.0,5,6761209,13.7,23.56,42.26,34.18,340000.0,安徽省,341500.0,269.5797031,4956762.0,0.0,5615.0,499.2514504,安徽省,340000.0,341500.0,52.03232418,761388.9998,31.89999962,66.90000153,9.205723736,
2011,安徽省,六安市,14586.0,707.2,5,0,1,0,0,张韶春,4,0,48.0,博士,0.0,孙云飞,1,1,49.0,硕士,0.0,6,8210200,12.3,22.18,45.33,32.49,340000.0,安徽省,341500.0,326.7693278,5697550.0,0.0,5895.0,602.6607222,安徽省,340000.0,341500.0,53.87546641,788359.6999,34.5,67.69999695,8.418239323,
2012,安徽省,六安市,16248.0,709.9,1,0,0,1,0,毕小彬,1,1,46.0,研究生,0.0,孙云飞,2,0,50.0,硕士,0.0,7,9182000,11.0,21.65,46.11,32.24,340000.0,安徽省,341500.0,273.741231,4963476.0,0.0,5271.0,535.648871,安徽省,340000.0,341500.0,46.41012094,679119.2998,30.10000038,59.70000076,7.75374057,
2013,安徽省,六安市,14089.0,713.5,2,0,0,0,1,毕小彬,2,0,47.0,研究生,0.0,孙云飞,3,0,51.0,硕士,0.0,8,10102100,10.02,20.27,47.33,32.39,340000.0,安徽省,341500.0,345.0856738,6819238.0,0.0,5605.0,636.9809072,安徽省,340000.0,341500.0,51.91931249,759735.2996,30.70000076,69.30000305,10.80894706,
2014,安徽省,六安市,19211.0,718.6,3,0,0,0,0,毕小彬,3,0,48.0,研究生,0.0,孙云飞,4,0,52.0,硕士,0.0,9,10958100,7.9,19.64,47.47,32.89,340000.0,安徽省,341500.0,384.556948,7640762.0,0.0,5758.0,688.9250603,安徽省,340000.0,341500.0,52.35927013,766173.1998,32.79999924,71.0,9.77141836,
2015,安徽省,六安市,21524.0,719.12,4,1,0,0,0,毕小彬,4,0,49.0,研究生,0.0,孙云飞,5,0,53.0,硕士,0.0,10,10164885,6.93,17.75,46.08,36.17,340000.0,安徽省,341500.0,421.9740938,8323439.0,0.0,5837.0,683.5530631,安徽省,340000.0,341500.0,45.54782341,666501.3,27.70000076,59.20000076,8.700189769,
2016,安徽省,六安市,23298.0,584.0,5,0,1,0,0,毕小彬,5,0,50.0,研究生,0.0,孙云飞,6,0,54.0,硕士,0.0,11,11081469,7.2,18.34,44.27,37.39,340000.0,安徽省,341500.0,411.8893534,7981180.0,0.0,5767.0,684.9798743,安徽省,340000.0,341500.0,40.42749948,591575.5999,25.60000038,55.29999924,7.366850407,
2017,安徽省,六安市,24406.0,588.0,1,0,0,1,0,毕小彬,6,1,51.0,研究生,0.0,孙云飞,7,0,55.0,硕士,0.0,12,11680500,8.6,0.0,0.0,0.0,340000.0,安徽省,341500.0,380.1096876,7447109.0,0.0,5670.0,696.8346806,安徽省,340000.0,341500.0,41.52255858,607599.5997,24.89999962,59.0,9.412235045,
2018,安徽省,六安市,26731.0,588.0,2,0,0,0,1,叶露中,1,0,55.0,大学,0.0,孙云飞,8,0,56.0,硕士,0.0,13,12880538,7.64,15.27,40.61,44.12,340000.0,安徽省,341500.0,415.1476083,8088736.0,0.0,5567.0,612.4260206,安徽省,340000.0,341500.0,35.52322831,519811.3999,19.5,50.40000153,8.696312418,
2019,安徽省,六安市,33370.0,590.0,3,0,0,0,0,叶露中,2,0,56.0,大学,0.0,孙云飞,9,0,57.0,硕士,0.0,14,16200000,8.44,13.4,36.14,50.47,340000.0,安徽省,341500.0,479.4036293,9140789.0,0.0,5821.0,746.3719747,安徽省,340000.0,341500.0,36.33499623,531689.9998,21.10000038,49.29999924,8.188001659,
2006,贵州省,六盘水市,8363.0,300.43,4,1,0,0,0,刘一民,1,0,51.0,研究生,0.0,辛维光,4,0,52.0,研究生,0.0,1,2539238,18.0,8.04,58.89,33.07,520000.0,贵州省,520200.0,320.3624716,3525589.0,0.0,5160.0,628.5009256,贵州省,520000.0,520200.0,39.0381991,349001.4999,32.59999847,47.90000153,3.154100229,
2007,贵州省,六盘水市,9844.0,308.96,5,0,1,0,0,刘一民,2,0,52.0,研究生,0.0,辛维光,5,0,53.0,研究生,0.0,2,3008419,16.0,7.22,58.51,34.27,520000.0,贵州省,520200.0,360.145352,3959438.0,0.0,5099.0,618.852209,贵州省,520000.0,520200.0,35.72306486,319364.1998,28.20000076,45.20000076,3.213249087,
2008,贵州省,六盘水市,12944.0,312.97,1,0,0,1,0,刘一民,3,1,53.0,研究生,0.0,辛维光,6,1,54.0,研究生,0.0,3,3842663,15.0,6.17,63.05,30.78,520000.0,贵州省,520200.0,363.4475423,4015005.0,0.0,4970.0,591.5081423,贵州省,520000.0,520200.0,37.83464205,338241.7,30.79999924,46.5,2.970377714,
2009,贵州省,六盘水市,14422.0,316.16,2,0,0,0,1,何刚,1,0,28.0,硕士,0.0,刘一民,1,0,54.0,研究生,0.0,4,4301556,11.5,6.16,60.75,33.1,520000.0,贵州省,520200.0,335.3035818,3463686.0,0.0,5523.0,659.714468,贵州省,520000.0,520200.0,36.93583891,330206.3999,30.79999924,47.40000153,2.861569128,
2010,贵州省,六盘水市,0.0,314.7,3,0,0,0,0,何刚,2,0,29.0,硕士,0.0,刘一民,2,0,55.0,研究生,0.0,5,5006319,15.8,5.84,60.57,33.6,520000.0,贵州省,520200.0,312.0470439,3203787.0,0.0,4981.0,557.0304063,贵州省,520000.0,520200.0,34.70776284,310287.3998,27.29999924,43.5,2.794402174,
2011,贵州省,六盘水市,21522.0,320.3,4,1,0,0,0,何刚,3,0,30.0,硕士,0.0,刘一民,3,1,56.0,研究生,0.0,6,6138561,16.6,5.22,62.67,32.11,520000.0,贵州省,520200.0,434.4285199,4813468.0,0.0,5551.0,689.5459931,贵州省,520000.0,520200.0,39.31326622,351460.6,34.0,46.09999847,1.972659842,
2012,贵州省,六盘水市,25877.0,285.5,5,0,1,0,0,何刚,4,0,31.0,硕士,0.0,王晓光,1,0,51.0,研究生,1.0,7,7386526,16.0,5.86,61.13,33.01,520000.0,贵州省,520200.0,357.9449801,3786342.0,0.0,4817.0,596.6292042,贵州省,520000.0,520200.0,37.40230424,334376.5999,30.60000038,44.40000153,2.871274005,
2013,贵州省,六盘水市,27142.0,324.0,1,0,0,1,0,周荣,1,1,50.0,大学,0.0,王晓光,2,1,52.0,研究生,1.0,8,8821100,19.42,6.58,57.11,36.31,520000.0,贵州省,520200.0,328.0493731,3793891.0,0.0,5229.0,541.1972653,贵州省,520000.0,520200.0,37.26800894,333175.9999,30.60000038,44.5,2.858855786,
2014,贵州省,六盘水市,36228.0,326.9,2,0,0,0,1,周荣,2,0,51.0,大学,0.0,李再勇,1,0,52.0,研究生,0.0,9,10427300,14.1,7.26,54.38,38.35,520000.0,贵州省,520200.0,342.4493358,3943989.0,0.0,5548.0,618.4400606,贵州省,520000.0,520200.0,37.78173378,337768.7,30.0,48.20000076,3.630947508,
2015,贵州省,六盘水市,41618.0,330.87,3,0,0,0,0,周荣,3,0,52.0,大学,0.0,李再勇,2,0,53.0,研究生,0.0,10,12010800,11.8,9.53,51.13,39.33,520000.0,贵州省,520200.0,384.1508205,4424265.0,0.0,5513.0,608.6573276,贵州省,520000.0,520200.0,32.58021249,291267.0997,25.5,41.79999924,3.401840241,
2016,贵州省,六盘水市,45325.0,335.0,4,1,0,0,0,周荣,4,0,53.0,大学,0.0,李再勇,3,0,54.0,研究生,0.0,11,13137000,12.0,9.55,50.24,40.21,520000.0,贵州省,520200.0,362.7764634,4140005.0,0.0,5321.0,570.1547965,贵州省,520000.0,520200.0,31.15666665,278540.5998,24.70000076,41.5,3.457667751,
